Image,Label
2665,6 3 4
12164,1
24863,6 4
12610,8
1508,6
27001,6
29186,4
20080,1 4
10462,7
240,2
27741,4
11719,7
19221,4
2031,8 4
16729,6
30608,6
4722,2
8134,6 4
27315,6 4
13083,6 0
14932,6 4
23414,4
9355,4
858,2 4
71,9
8840,2
6776,0
4586,1
13162,0 4
7277,1 4
18311,4
8203,1 4
16724,2
4839,6
13196,6
13106,7
23288,6
14207,6
6343,9
21745,4
17777,0
30401,0
1424,4
23173,6
20287,6 7
10676,8 0 4
12897,6 4 7
18952,4
30444,6 4
3902,6 1
3947,5
14981,6 9
9149,4
16904,8
21172,4
2375,2
29510,5
12389,9
30665,1
1692,6 4
4934,3 4
21872,3 4 7
4147,5
22548,2 4
18942,0 4
19847,6 9
30113,4
5403,4
20102,6
3310,3
11200,4
29971,0 1
3867,1 4
12321,6
18836,3
20546,2 4
14498,6 4
26341,2 4
2740,0 7
30104,1 4
26400,6 4
7294,8
4450,7
16501,0
25680,0
25118,8 3 5 4
19600,3
30694,0 4
12169,8
14192,6 4
19802,4
3967,1 4 7
17692,4 7
23766,0 7
16253,0
6906,3 4
22615,0
26132,3 4
11366,6 5
28012,0 4
14953,7
17973,7
16908,4
17072,0 2
7650,9
4923,6 4
11357,7
210,6
15740,1
5649,0
5484,4
3838,6 4
4173,2 4
7284,6
7736,8 6 4
12334,4
26073,0
8711,0
28499,4
25831,2 4
13190,6 3 9
19979,4
16031,3
28634,6
27004,3 4
24786,7
19223,6 5 4
21015,2
22303,0
2221,6 7
23659,4
5863,4
7715,2
21611,4
18606,3 5
28534,5
30091,0
30819,3
7460,6 1 4
24311,4
19132,1
2053,4
2804,9
23384,8 6
24159,8 4
18200,6
12094,1
12084,6 7
26901,0 4
4744,3 2
6500,1 7
22265,6 9
29629,6 4
18517,6 7
8101,8
26004,1
24407,6 2 4
11098,7
30729,6 3 4
13173,0
9027,0
23621,4 7
78,6 4
2515,3
23587,9
7840,5
184,6 0
21638,2 4
7006,3
23499,0
1447,8 1
2580,3 4 7
16293,4
25011,6 5
19529,6 4
22145,8
9760,8 4
13419,8 4
2530,7
27545,0
21894,1
18511,3 4
23735,7
19391,5 4
7666,4
25709,6 3
6572,6 0
28779,2 4
19256,7
15845,4 7
13159,3 4
23725,6 4 7
26403,6
2407,8
26597,2
6064,8 6
6407,6 1 4
20706,4
29039,8
14525,6 4
14463,4 7
14213,6 2
17455,8
12763,4
21206,4
9097,0
4155,8 4
15817,1
4,3 4
15862,4
21063,0
30663,8
24614,6
7520,0
25836,6 4
13970,5
20865,6 3 4
2683,6 9
11768,8
1948,6 7
18535,6 4
12014,1
15152,4
28025,4 7
12371,6 4
7308,6 4
21302,4 7
4193,4
21490,4
13756,4 7
27991,2
18572,0
10583,6 0
23395,6 4
7797,8 4
17910,9
12407,6 4
11185,4
4885,6
12942,4
13955,4
8033,4 7
15355,6 4
6350,6 2
7765,4
3107,6
18812,9
545,2
25086,6 4
21932,4
25642,1
30235,5
20026,6 4
18216,6 9
11209,3 4
2205,4
10356,6 5
4228,6 4 7
28598,9
11486,9
9866,4 7
15656,8 9
25298,1
25467,6 4
23360,1
11301,6 9 7
26878,4
9249,0 4
28915,0
15887,6 4
21074,7
23741,4
19472,6 4
22916,4 7
24312,6
9895,0
1725,6 1
5555,6 4
5760,3
663,4 7
4613,0
2772,6 4
1956,0
19234,7
17127,1
3198,4
12532,0
25972,3
6159,1
2924,4
767,9
23608,1
24036,6
25109,8 9
14225,6 7
16237,9
3131,6 3 4 7
30864,3
5196,4
24426,9
21738,5 4
13166,0
21170,2 4
7776,7
26043,4
13918,4
10809,6 7
9750,6 4
826,7
9783,5
27832,5
17746,6
20570,7
17695,4
12102,6 7
17396,2 4
20341,4
11933,4
28463,6
13972,4
5071,0 9
7347,4
25053,0
29241,6 5
30690,3
27078,7
982,4
17724,4
28030,5
23936,5
19627,4
26621,1 4
11680,3
17565,0
26313,8 4
29493,8
3268,6
12886,9 5
6904,6 7
24056,4 7
31059,6 4
7229,6 4
22628,8
11730,2
2707,1
14968,6 4
13648,7
12788,3 4
125,7
10982,2 4
29485,6
15801,6
17826,4
17507,6 4
25340,1
15873,4
30173,0
20707,1
9578,6 4
498,1
9279,3 2 4
21150,8
31003,7
15479,8 6
20990,6 4
1332,3
27792,1 4
12314,4
25040,0 4
13115,6
17477,3
30970,6 7
14985,3 4
4985,6 4
24542,6 9
26288,5 4
21830,8 4
10348,9
16043,2
14974,0
22652,4
11213,6 7
19451,7
12818,4
753,1
28666,0
26365,1
11508,5 4
6458,6 1 4
17904,8 6 4
10413,4
30789,3 7
3936,4
1704,6 4
2867,0 4
14692,6
14902,0
26942,5 4
8941,4
12464,0 4
20304,1
21325,6 4
28070,0
2191,3 2 4
30424,9
16460,6 4 7
25516,4
29901,3
8443,0
18046,0 2 7
10044,7
6299,3
7512,4 7
6722,2
8120,6
426,0
15106,4 7
11371,1
2096,6 4
14108,6 7
14223,6 4
786,6 2
5616,6 1
24452,1 4
10075,6
30610,3
20367,3
19708,6 2
16001,8
21481,2 4
8473,4 7
6641,6 2 4
9999,4 7
27280,7
2436,6 4
5793,7
11846,0
2445,2
20296,2 4
8752,9
28464,6 2 4
29404,3 4
7872,6 9
10082,2 4
24646,6 3
24956,6 1 4
16075,6
13353,5
20503,1
21102,0 4
11731,2 4
28917,3 1 4
7716,5
21109,1
26750,7
23997,7
11807,6 1
29836,2
6335,4
10346,6
19177,2 4
25217,6
22305,3
6473,2 4
1730,8 6
16297,6 7
22953,6
19901,2
7359,5
23746,4
23189,9
8708,6
1857,4
11435,4
23059,7
23760,3 5
9260,6 4
28068,5 4
29398,6
13554,6
13985,9
29173,4
1356,8
17766,2 4
9099,6 4 7
15201,8 4
8354,4
22004,1
22074,4
9377,4
30088,6 7
7848,6 4
22253,7
30892,2 4
6013,6 3
1358,2
11078,4
12860,6
28417,4
19524,5
18440,2
2744,2
22765,4
17758,2 4
4289,6
4484,4
30115,9 7
25846,3
15652,6 2 4 7
309,4
19674,1
7316,6 4
24569,4
12518,6 0
23026,2 7
5166,6 4
11851,6
29479,3
12500,1 4
17113,6
12440,6
7856,4
160,2
23524,0
25451,3
10290,4
3505,2
30533,6 0 2
26438,6
20087,6
24538,6 1 4
30436,1
1761,6 9
17181,6
30602,4
10220,1
11364,6
13849,4
21811,4
17709,4
19581,6
17741,6 2 4
7372,4 7
15841,2
8924,4
21871,2 4
19946,3 1
10079,7
6560,0 5 4
28998,6 4
21266,6 4
11137,4
6754,9
28324,6 4 7
9670,6
24865,0
28352,6 4 7
26227,8
24774,2
1994,2 4
28892,4
9719,4
23342,9
20589,6 7
26258,1
5946,5 4
12670,7
19388,6 5 4
4532,2
23868,6 4
26319,6 1 4
24254,4
3064,4
27346,6 4
19765,4
15991,4
7724,6 4
8410,6 7
4629,0
29782,1
11979,4
20560,7
22699,9
24023,6 4
4672,9
23306,4
21487,6 3
26804,4
10140,6
24706,5
22554,5 4
22329,4
82,6 3 4
23461,4
13829,6 2 4
30534,6 4 7
13128,8 6 4
30835,6 7
14827,6
3512,6
24313,6 4
7878,0
14893,2
1557,8 7
5811,8 4
9702,4
23928,3 1 4
27807,8 4
45,0
29037,6 4
14734,0 2
3608,3 9
6217,6 7
15164,4
2008,8 4
19936,8
27428,3
24678,4
6030,0 4
8586,6 3
11347,6 3 4
21939,6 7
16479,2
20237,6 4
1914,8
24758,4
25930,2 4
15536,0 2
17647,0
7662,0
17176,6 5 4
25255,6 4
13694,4
26379,6
23143,1
17168,5 4
7558,0
29448,1 4
10849,0
23203,3 4 7
7713,9 7
5664,2
3991,0
14478,9
7643,6 9
12737,5 4
1940,6 7
18022,8
30863,9
14161,4
5741,6 7
21365,2 4
11414,6
657,3 4
20322,6 4
24570,6 4
28107,1
3162,4
16180,0 2
12743,5 4
3711,6 4
398,6 4
16750,6 4
15500,2
23387,2
27756,8
5594,4
19005,3 4
10217,3
21522,4
14929,0
10860,3
27306,4 7
21650,8
16641,5 4
29182,4
16255,6 9
22918,1 4
22455,6 4
17143,3
8621,6 5
30553,0 4
29341,4
20794,3
10704,3 2 4
3057,6
22811,7
5658,2
2158,0
9160,6
12205,6 3 4
1609,0
25851,6 4
11591,6 4
17516,3
29338,2 4
25752,4
26108,6 3 7
25708,6 2 4
21167,0 4
22251,6 4
4210,3 4
5537,6 5 4
17511,4
20201,4
17454,4 7
24650,6 2
8798,4
25771,3
11627,2
20124,4 7
1187,6 1
915,6 4
26385,9
26134,6 3 4
12899,2 4
9396,6 9
19557,4
2192,4
23045,4
15042,3 4
7883,5
15567,7
10800,2 4
23400,2
3791,6
9736,8 4
1879,0 1
8405,6
20519,3 5
10352,6 4
26898,9
14776,5
6029,5
24086,6 7
25155,0 4
2860,9 7
4187,2
1291,1 2 4
23754,0
4496,2 4 7
2872,7
10188,9
29237,4
14327,2 4
9886,0 4
21314,4
430,6
17419,7
27718,4
15436,0 4
2086,0
4327,4
25209,6 1 4
20770,6 3
28573,8 4
29628,4
23751,4
17237,5
19278,4
7080,4
11492,7
22323,4
23241,6
25399,6 9
15023,6 1
24226,4
3550,0
25504,5 4
14262,6
26652,0 2
14736,6 3
19450,6 3 4
17098,6 2
17179,4
13244,6 9 7
24398,4
12806,4 7
7369,9
24278,4 7
27570,9
14427,8 4
4628,6 1
16391,4
26664,0 4
8811,6 1 4
24854,8 6
10750,6 3
29675,4
15899,4
3199,6 7
30757,3
17527,2
3364,4
26375,6 4
12813,0
4045,6
20272,3 4
19958,8
2756,0 4
7325,8
14389,4
10621,4
27370,0
21966,2 4
8546,2
21708,6 2 4
6987,4 7
7644,6
673,6 2 4
23965,3
26194,2 4
2996,6
28149,6 1 4
25162,8 6 4
4998,1
5502,1
793,4
1625,5 4
13215,6 2 4
25611,6
9406,6 4
13189,1 4
2223,0
17015,3
25798,6 7
8307,4
7181,2 4
5752,3
11938,3 4
7835,6 4
12506,3 4
6761,4
245,4 7
17659,0 4
8703,4
2402,6 7
16417,0
22399,6 9
20651,0 7
2739,3 1
28414,6 1
21707,4
26931,6
2047,2 7
14312,6
16382,7
23496,0
14991,0
28842,6 1 4
26270,4
20486,2 4
2314,0
10812,6 4
23319,6 4
14833,1 4
21725,4
15178,0
30838,6
26251,6 5 4
24665,0
30488,8 4
27885,6
11463,6 4
11774,4
8705,2 4
7573,7
1400,6 1 4
14234,3 4
24775,2
19090,3
16887,4
24779,4
27489,8
24084,4
1154,2
6873,6
11899,4
23651,6 9
5068,7
24471,4
17099,4
13040,4
27857,6 3 4
17123,7
8503,4
25012,2 4
27172,6 7
25100,5
25396,0 4
3910,0 4
24748,0 4
28150,6 3
10474,4
30432,0
18739,7
12659,8
10925,0 4
8788,0
27067,0
22482,0
17867,6 7
3172,4
9722,6 4
47,9
19694,6
2296,5
10276,2 4
10565,6
22999,7
14376,6
25237,5 4
13041,1
2241,3 2
27427,4
23463,6
27724,4 7
10379,1
15718,3
16901,1 4
13640,1
18583,9
2357,6 9
15696,2 4
25837,4
6404,2 4
15112,4
23999,7
24279,4
22621,9 7
20086,6 4
10031,0 4
17094,6
22297,8 4
23772,1 7
1022,6
9038,1
22986,2
30200,6 1 4
25933,7
20254,4
12049,3 4
10398,4 7
25149,4
26884,6 7
14024,1
12213,3 4
10642,0
20574,6 3
9412,8 4
5778,6 2 4
25949,6 4
11171,6 4
25610,1 4
2493,4 7
20470,0
5514,4 7
11276,7
6517,3 4
26176,6 9
24284,6 4
871,9
6290,2
15958,4 7
7954,6 2 7
20407,4
26549,6 9
16768,4
18392,7
1654,8 6
9528,3
2576,0
20137,6
26593,6 4
10778,3
22555,6 9
22730,6
28300,6 4
6869,2 4
9971,7
11121,2 4
10399,2 7
30311,6
18091,3 2
24100,5
14194,8
20202,1
16448,2 4
12434,6 4
27549,0
28083,9
17344,6 2
28903,4
28735,1
16257,2
6967,1
21204,6 4
714,4
15336,4
11737,2
26208,3
6171,3 7
7502,6 4
22470,4 7
19056,0 4
15892,7
3398,1 4
13868,0
17768,5 4
26677,2
19986,6
7945,2 4
12142,4
340,6 4
30860,6 5
19902,1
26954,4
20593,4
28691,6 2
3054,7
24734,4
9748,3 2
15606,6 4
3702,4
25380,6
27929,3 4
21095,6 2 4
27629,2 4
19,1
18357,2
25439,1
20802,6 4
530,9
25606,6 4
5138,0
7151,1 4
7703,0
19733,4 7
15155,6 4
8809,6
7937,3
7175,6 2
28752,6 4
23613,1 4
11586,9
29881,1
1015,0 4
26433,7
28880,5
14761,6 4
19015,0
26733,6 4
24143,6
7472,2 4
22557,1 4
24874,6
23244,2
594,1
5881,9
26757,4
12800,4
29801,5 4
15722,6 2 4
3396,9
22108,6 4
6840,6 9
30824,2
15283,4
23912,4
26576,4
30761,6 0
16982,4
3515,6
19527,3 2 4
8199,3
14387,2
23769,3 4
25049,5 4
26401,6 7
13573,6 2
8968,4
26329,6 4
6846,1
12561,5 7
20463,9
11398,2
6836,6
22137,4
9192,6 2
13659,0
6405,8 4 7
13922,2 4
18780,9
8640,3 4
9271,6 4
13064,3
26550,4
26013,0
12634,1
23278,2
19471,4
7590,4
10694,6 7
18228,2 4
9921,7
15488,2
10243,6
1621,6 1
4251,0 4
26286,3 1 4
1533,0
3186,6 4
30576,0
4635,6 9 7
26488,2
5595,6 7
22189,5
29959,4 7
3824,4 7
3155,6 2 4
8194,6
26129,6 5
25223,6 4
23517,3
22576,6 9
17273,8 4
6095,1
23512,9
25982,0
21925,6 4
5862,4
10342,3
19034,7
13005,2 4
22285,2 4
18905,3
30711,8 4
15693,6 0 2 4
17942,9
27047,3 4
25888,2
17688,3
9075,1
411,7
7802,4
21588,6 4
9601,8
14034,6
5542,6
23448,6 4
19771,2 4
12591,4 7
15614,2 4
13778,6
18700,4
14569,9
26002,1 4
15695,1 4
365,6
22269,7
5561,6 7
30595,2
23184,7
11304,6 4
29146,0 2
26850,3
12395,9
18547,3 4
14847,0
5392,0 4
6213,5
23802,8 4
198,4
23648,2 4
18437,6 7
27144,1
1778,8
17107,6
10661,6 4
12621,7
11072,4
28191,4
1374,7
356,0
24815,0
2188,4
13842,6
17278,0
24124,0
3105,6
19574,4
6752,3
11896,6
2593,4
29975,7
8944,6 4
13172,0 5
9124,6 5
10795,4
8794,0 4
9398,4
7754,8 4
24020,2
12921,4
16891,7
22005,6
4465,4 7
15609,4
28856,1
20782,6 1
24989,4
17439,9
8778,7
16440,6
23883,7
12030,0 2 7
19593,2 4
5459,5 4
9856,2 4
14552,4
23356,4
18879,6 2
26585,6 7
3922,4
20879,4
5481,6
272,6 2 4
17832,0
20826,4
3106,6 7
15373,2 4
20944,3
19240,1
22167,9
24194,4
28175,7
12327,9
7686,6
4061,4
16858,8 4
9127,6
7317,0
16786,5
25647,6 4
14102,6 4
12370,3
12533,2
1737,6 4
27728,4 7
16556,6
16470,7
23563,3
20753,3 4
2416,2 4 7
2503,9
10085,2
3592,6 4
18830,2
30152,7
8810,0
14240,6 3 4
2024,7
11461,6 4
16995,6
22689,6 4
13794,4
27615,4
13495,6 0 4
20020,6
18537,6
9875,7
26914,6 4
12485,9
7419,4
15641,2 4
29220,0
12061,3
28853,6 4
25024,1 4
16217,4
10235,3
405,6 7
9649,2
11775,3 4
3813,5
8744,4 7
7771,4
16004,4
4352,3 4
25607,2 4
26112,4 7
18594,2 4
25402,4
30059,6 4
20115,2 4
21077,4
27778,1
23093,4
16462,8 4
24188,4
2409,8
4911,1 4 7
19943,6 2
12267,8
19941,1
11335,3 2 4
5285,4
19767,6
28516,8 6 4
18916,4
17333,6 4
15018,6 4
23050,1
29495,4
11494,4
5072,7
9016,4
17737,7
7139,4
25532,6 9
19837,3 4
16669,1 4
27339,4 7
29142,0
13679,4
10966,6 2
11541,4
24265,4
4527,6 4
17175,5
4134,0
5126,9
19558,0
23432,6 4
5981,6 4
26058,5
24374,4
18158,8 6 4
18845,6 9
10419,9
15438,4
20270,8
22438,2
26172,6 4
21205,6 0
29956,3 4 7
7619,4 7
12613,6 9
16892,3 4
26152,6 4
14781,0 2
29319,1
13736,6 1 4
27404,6 3
14382,4
5396,4
6773,0
4371,6
18542,3
23348,5
6275,0
460,2
5448,2
672,6 7
30732,6 1
18264,7
18269,7
11564,4
29963,0 2
2455,6 4
25744,8 5 4
21432,8
27094,6 1 4
22349,8 4
10580,6 1
8278,4
26606,0 4
27294,1
29410,2 4
15759,3 4
12966,0 1
10858,5
27532,2 7
2633,5 4
18627,3 4
27459,2 4 7
27628,6 5
2692,6
17397,6 3
4036,6 4
29285,4
23233,9
23520,6 4
19899,2 4
22900,7
25747,5 4
327,4
7105,4 7
26784,0
3052,0
30555,6 3 4
23444,3
15921,3
20941,5 4
6852,4
12304,1 4
19488,4
1182,0 4
14017,6 4
7794,6 4
27413,2 4
27136,6 4
10472,8
7929,4
35,2 4
18731,2
19646,6 4
18860,8 4
27595,1 4
20638,6 4
23088,1
28511,9
27209,6
23119,8
16423,6 4
25660,3 4
15900,6
17843,6 4
22224,4
3455,6 0 1
28469,2 4
29631,1 4
14746,4
22139,1
16726,4
28815,8
8030,6 4
11182,1
7511,3
756,2 4
19180,6
8320,6 7
10671,5
12835,1
8646,0 4
15689,4
6286,5 4
28473,4 7
16168,7
28478,8 6
6481,3
29191,3
1385,6 9 7
27878,6 2 4
11555,6 4
31071,9 4
3042,2 4
25761,4 7
15176,4
19425,6 4 7
1516,8 6
8024,0 4
14606,4
4698,4
8014,4
10591,9
2359,6
7963,6 7
17336,4
10283,4
9752,4 7
1756,3
17392,4
24832,6 9
22475,3
24438,2
6501,6 4
16443,9
25999,6
18443,4
3808,2 4
12712,3
5954,0
28114,6
12755,6 1 2
20398,7
17899,9
30287,6 4
10973,2
19069,4 7
25587,8 4
20984,0
62,5 4
24886,4
6032,6 3
3334,9
25469,3
26618,0
15305,6 4
15311,0 2 4
8216,6 1 4
6303,6 9
18199,3
26332,4
1237,6 4
27113,3 4
10997,6 4
12292,7
8401,4
18617,4
6497,2
1894,3
21018,6
16220,4
11447,6 1
21043,4
11629,3
29347,0 5
24455,4
11924,6 7
19013,3 4
17736,2 4
10489,5
3785,0
9468,8 4
25919,3
7463,4 7
15329,4
2137,4
7701,6
24307,7
19389,0 4 7
22888,9
4324,6 3
8628,9
17313,6
4838,8 6 4
14979,9
2589,3 5
25784,7
25943,4
30275,6 0 2
14956,3
30730,2 4
24885,4
29889,4
21790,4 7
17781,6 0
7492,4
12905,6
13735,1
6634,6 9
31048,6
16020,3
25239,4
10932,3
10005,9
14336,0
22208,0
23773,8 4
2388,2 4
23609,6 1
5035,6 4
12095,4 7
26604,6
20618,7
23394,4
23964,6 4
19151,0 4
27463,0
11292,1
18818,0
27402,7
16759,6 4
7822,4
30413,5
26145,6 4
13575,0
25414,6 4
14889,6 0
28403,6
1716,0 2
25188,6
25546,6 0 1
23372,0 4
26005,6 2
27137,3 4
2044,8 4
13346,0 4
10823,6
5941,6
1813,4
7706,6 9
8917,6 4
19366,7
29253,6
3148,3
29661,0
12021,3
21440,4 7
1505,7
25938,8
13148,6
6485,3 4
14455,6
20082,6 1 4
1450,9
15443,0 5
16249,6
2584,6
20405,6
23736,3 4
6751,4
30589,0 4
29987,8 2 7
5800,7
14957,8 6 4
29222,4
10516,4
3213,4
25348,6 4
29085,0 2
28668,6
3381,3 4
30160,6
17932,4
21482,2
2464,0
5467,0
20099,3
962,3
4867,4
4325,6 5
848,2 4
19022,4
15093,1
7029,2 4
28997,2 4
29450,3
6672,9
13605,4
25561,2
3063,1
18180,2 4
26912,9
24437,3 4
1612,6 1
1312,6 2 4
15999,8 4
9354,4
13398,1
103,6
30572,4 7
11750,0 2
18944,6
16185,7
16659,4
25818,6
9060,8
8379,6
17754,2
27357,3 2
21845,8 2 7
17499,1
17626,3
2799,4
6090,6 2 7
25732,3 4
1146,6 4
21125,1
11312,8 7
24931,6 0
2021,3
17611,2
25401,6
20599,6 1
21512,4
16313,9
29869,0
13821,2
18251,1
9531,1
15984,9
21328,6
24291,6 4 7
15908,6 3
17639,9
1278,8
20873,0
6212,6 7
8115,3 1
28694,6 4
8963,3 4
15060,2
26650,4 7
24081,6 7
23205,4
6435,3 4
16565,2 4
6584,1 9
18195,3 2 4 7
25349,4
25266,0 4
28561,7
23038,5
10196,4
536,0
393,2 4
16893,4 7
18147,1 4
23488,5
6347,6
21749,0
25770,6 4
14787,6 1 4
23775,3
6653,3
10711,4
27364,9
25603,4
6157,8 4
25048,4
14931,9
6580,6
23744,6 4
15594,4
26195,2 4
25674,7
7498,6 3
28255,6
4383,6 4
24884,5
19912,1
30551,6
2064,8 4
30157,4
6974,6 4
2727,4
17150,3 4
9385,8 4
1289,5 4
12891,1
11893,8 4
18623,3 4 7
2466,6 7
20071,4
5447,2
27366,6 4
22427,0 4
16296,6
8622,4
7235,9
30102,0 9
14575,5
27109,8
20480,0
6083,3 5
24859,7
23530,2 4
14356,0
17963,4 7
25926,1 2 4
27411,9
26647,6
1174,2
29542,6 4
4197,4
22903,3 4
23907,6 4
14227,3
26492,2 4
13415,7
16576,1
26380,4
7319,3
19269,6 3 4
30813,1
20884,3 4
9676,4 7
23747,2
6042,6 4
8873,6 4
4955,4
30578,6
15659,6 9
10608,4
11222,6 4
18757,4 7
1553,6 4
19749,2
10595,4 7
29012,0
26465,4
11153,5
9535,6 5 4
27138,4
7245,4
22920,0 4
418,6 3 4
20949,1
20361,4
9720,4
16921,6 4
9714,0 4
22767,6
8406,4 7
22356,4
26808,7
818,6 4 7
655,6 3 4
2075,4
9451,6 4
27559,3 4
2327,6 5
20532,3 2
29606,2 4
27919,6 4
15595,6 5
10427,6 4
17816,7
9341,0
2390,6 4
17357,4
7808,3 4
27745,3 4
26336,8
29183,6 7
25724,0
2295,6 4
16990,6
1883,2 4
23937,3 4
28826,0 4
2377,3
21681,4 7
3217,9
25426,8 6 4
24740,5 4
13009,6 4
20162,4
28096,4
30538,6
28344,2 4
27693,6 3
7966,6 1 4
13319,4
9481,2 4
25452,6
8338,6 2
15978,3
10313,0 4
6148,0
21396,7
24092,7
20815,3
15811,6 1
15333,0
19630,6 4
18438,1
18866,6 4
1708,6 4
24512,6
16844,6 7
16845,2 4
23340,3 4
3083,3
4424,4 7
5808,4
22539,8 6
22138,2 4
19756,4
13270,1 4
2816,9 7
11385,6
8123,6
1403,6
9088,0
5489,0
500,0
28962,2
8610,6
8129,4
19564,8 4
15491,9
5870,0
21637,6
3147,0
28400,0
17451,8
15212,6
493,7
26420,0
22148,0
6545,3 2
31068,0
3203,6 2
20512,4
29097,6 4
26698,6 5 4
11960,6
17769,4
15435,4
24154,6 7
21036,2
4511,0
17863,5 4
20985,9 4
14878,6
1588,2 4
67,4
10838,6 4
29854,6 2 4
24845,6 4
22860,3 4
10986,2 4
15049,7
20375,6
5363,4
27844,6 2 4
1586,6
11164,6
4681,0 4
886,0
15069,5
2362,7
24158,0
6108,8 6
9243,6
16803,4
9061,2 4
10083,6 1
17241,4
26471,6
14619,8 6
25681,8 4
12422,6 4
6819,6
6624,1
4428,1
24458,2
23552,6 7
18212,6 4
28129,8
18737,6 7
22595,0
144,6 4
26415,3
24843,1 4
422,6 4
8726,6 5 4
3276,7
4028,8 3
28253,2
25922,4
2793,0
17139,9
1272,9
22585,9 4
23293,8
7526,2 4
9526,7
11511,4
16648,1
25828,5
5707,3 2
17846,4 7
599,3
4559,1 4
26436,8 4
6734,6 4
21434,2
7766,7
23353,6 2 4
26435,9 4
15388,6 3
10771,4
30890,5 4
20176,0
22789,9
27105,1
6966,6 1
14939,4 7
21299,1
19506,6 4
13305,6 1 4
9703,7
24953,4
15670,1
15445,4
23412,4 7
26034,6
11904,3 4
9923,6
2051,0 2 4
21955,2 4 7
711,1
20765,1 4
26167,6 3
3955,4
2935,6
20640,9
4440,8 4 7
22685,4
29202,6 4
4083,6 5 7
108,1
29375,6 4
10964,0 2
19503,6 9
27708,0
15474,3
18112,3
971,3
6689,6
3530,4
9898,6 4
26690,4
22559,5
6732,6 3
24128,0 4
27683,6 4
20609,1
2468,0
4718,6
8806,7
17189,9
3008,6 4
24104,4 7
29308,8 4 7
30008,0
22279,9
6312,0 4
11016,6
24059,5
26723,6 9
716,4
3001,1
25998,6 0
25191,4
10496,3
13140,4
20635,2 4
20839,6
11440,2
22632,3 4 7
28032,0
9851,6
30894,4
16137,4
30741,6 4
23415,1 5 4
17698,1
5395,2 4
27180,4 7
15691,9 7
10411,4 7
9631,0
3660,7
26318,1 7
21375,6
18016,2 4
27838,6
13325,6 4
27848,5
14445,1
13870,4
30967,6 7
18176,6 5 4
764,6 2
29659,6 4
26218,4 7
24625,6 4
1585,6 3 7
27111,0
20924,4
12050,6
12378,9
8959,6 4
4209,6 3 2
27688,6 1
15662,9
15573,6 2
12435,1 4 7
4104,9
7365,4 7
4077,4
4238,6 2
273,6 4
12629,6
8749,9
21824,4
4296,4
24436,2
17105,8 6 4
10372,4
23200,0 4
28503,3 4
9098,4
12929,2
11847,8 6
6502,6 4
24888,6
29967,9
29559,0
8246,6 5
22734,0
8223,6 4
3013,3
16026,2
27494,2
5626,6
20630,6
28769,5
12089,4
11743,6
16871,6 4 7
20473,4
8046,5
2762,4
7801,4
15969,8 4 7
25731,3 4 7
24697,2
17481,0
24035,2
20479,3
14359,6
18453,9 7
1079,2 4
24623,2 4
7627,4
6016,4
16055,6 4
6337,6 1 4
2301,6 4 7
8661,1 4
30521,6 4
21376,5
4550,1
117,2
12888,6 4
30905,3 4
2877,6
1302,3
18644,3
23527,7
1830,6 2 4
23490,2
24780,7
15675,4
12528,6 9
30198,7
12190,5
15646,4
14147,3
20894,6 7
3289,0 5
12842,3 1
6236,4
6719,0
29929,8 4
7584,5
15375,6 4
22625,8 6
19297,8
8250,4
208,4 7
2379,3 4
30754,0
20126,4
11652,6
2928,6 4
9284,6 4
20905,8 4
18874,2 4
10444,5
16914,6 4
1945,5 4
6965,4 7
5477,3 4
12656,2
15632,1 4
26292,1
15859,6 4
27379,2
943,6 2 4
20487,8 6 7
26106,8 4
18989,4 7
21758,6 0
3478,4 7
28311,4 7
27461,6
11181,5
4561,6 4 7
4562,8 6
17391,4 7
10939,6 4
15708,4
11201,5 4
3968,7
20148,6 1
25580,1
4663,2
23711,9
15215,6 7
4954,6
21398,6
17697,4
1244,8 4
18153,7
20037,6 4
17205,4
23323,0
26839,7
4747,0 2
15364,4
14949,6 7
28926,4 7
21804,6 4
14721,1 4
23687,6 4
7093,6 4
22929,0
24520,4 7
25211,6 3 4
30400,4
10185,3 4
7047,6 5
1132,0
25061,6
3800,6
29744,2
25763,7
3332,8
3254,6
4014,6 4
12848,6
18136,6 4
25940,0
17476,4 7
11377,5
1303,3 2 4
1469,6 4
5647,4 7
2725,6
12175,7
13278,0 2 4
7894,6 2 4
7218,4
27623,6 4
1763,0
13666,4
13824,4
28850,0
27801,6 4 7
2159,2
2936,6 4
3491,4
13092,6
12023,0
10179,0 4
3790,6 4
5521,8
25065,1
23692,4
14797,3
425,4
2729,0
26933,0
26000,0
9801,6 7
7362,6 1
24681,1
12503,0 4
20269,3
23121,4
6821,9
12006,6 4
5167,2 4
16193,8 6 2 4
432,3
1185,4
18421,6
20523,6 4
4904,3 2 4
3017,6
7180,6 2 4
27558,1
16426,4
20032,2 4
30224,4
25300,1
26083,8 4
18538,1 4
28878,8 4
26558,6 4
12271,0
13194,4
25707,4
26022,8
13889,7
2594,4
11957,7
16557,4
12836,6 1
8357,6 0 4
15385,6
3129,3
6590,1
15990,4 7
14291,3 4
26165,0 4
12398,6 3
7815,0
22201,4
29602,5 4
12709,1
9937,8 7
29875,4 7
13268,6 7
17728,4
23780,6 3 4
17883,6 2 4
6702,8 6 7
16609,6 5
29859,6 4
28993,6 4
11850,0
15316,2 4
39,6
9846,4
671,1 4
